gene_id,acinar,alpha,beta,delta,ductal,endothelial,epsilon,gamma,unclear
gene_name-6294,-0.114771694,-0.11477148,-0.11477175,-0.114771724,0.31133604,5.6076984,3.7767532,-0.11477173,-0.114771694
gene_name-6295,-0.14089069,-0.103777826,-0.05312128,-0.14089063,0.7192339,4.874385,-0.14089072,-0.14089063,-0.14089072
gene_name-6310,-0.3315908,0.33179685,-0.3315907,-0.3315907,-0.33159077,0.1880116,-0.3315909,-0.2696301,-0.3315909
gene_name-6314,2.1740458,-0.2031472,-0.030267676,-0.0795447,1.1032438,-0.3003681,-0.30036813,-0.30036822,-0.30036813
gene_name-6323,-0.093284376,-0.049669296,-0.09328447,-0.09328442,-0.093284376,3.1328392,-0.09328438,0.08201806,-0.09328438
gene_name-6334,-0.27570662,0.042907346,-0.18585053,0.05382634,0.54833466,-0.27570656,-0.2757066,-0.036200594,-0.2757066
gene_name-6352,-0.41960657,-0.40260258,1.123288,-0.2193847,0.48574963,-0.15721345,-0.59731823,0.28190544,0.33165285
gene_name-6365,0.31645435,0.007449712,-0.27123109,-0.1745164,0.30171892,-0.0967446,-0.6951935,0.31295395,-0.6951935
gene_name-6367,-0.51420796,0.7181758,-0.78986704,-0.7430686,-0.6103518,-0.23194306,-0.9755223,-0.515641,-0.46005428
gene_name-6372,-0.35816053,-0.26735836,0.23430692,-0.13502067,-0.35816053,0.11374573,-0.35816053,1.1372265,-0.35816053
gene_name-6380,-0.0943966,0.09037968,-0.0943966,-0.0943966,-0.0943966,-0.0943966,-0.0943966,-0.0943966,-0.0943966
gene_name-6383,1.0034573,-0.026093697,-0.24368438,-0.23080884,1.0807389,-0.15745872,1.2784649,-0.241725,1.3537505
gene_name-6389,0.14703026,0.09391572,-0.01197025,-0.4501036,0.90630853,-0.6319782,-0.6319782,-0.21730722,-0.6319782
gene_name-6396,-0.16945699,-0.1694568,0.035414338,-0.16945702,1.4274787,4.191788,-0.16945702,-0.16945705,-0.16945702
gene_name-6399,0.7551728,-0.094234996,-0.046351295,-0.056259118,0.39708006,-0.49173823,-0.4917382,-0.0011646982,3.0153556
gene_name-6408,-0.09395375,-0.04700524,-0.09395372,-0.093953766,-0.09395375,4.732409,-0.093953766,-0.09395375,-0.093953766
gene_name-6430,-0.12958804,-0.07603762,-0.1295881,-0.1295881,0.15375696,6.4989047,-0.12958801,-0.1295881,-0.12958801
gene_name-6435,-1.1000557,0.34565935,0.18388824,-0.9740159,-0.9803082,-1.1997842,-0.07361686,0.32671022,-1.1997842
gene_name-6443,0.26205564,-0.021251949,0.012026503,0.2922342,-0.30509284,-0.24875896,0.0015209913,-0.18683031,0.6818319
gene_name-6449,0.28284746,-0.05492541,-0.05968419,0.019918915,0.17543626,-0.011960258,0.8562882,0.08134418,-0.44262573
gene_name-6471,0.727052,-0.07957047,0.15262823,0.15900077,-0.26977158,-0.9822671,-0.09743518,-0.06681059,-0.9822671
gene_name-6478,0.7299643,0.028782526,-0.15810888,-0.024203243,0.46596023,-0.6309269,-0.8788222,-0.2585714,0.5396447
gene_name-6493,2.568318,-0.063993834,-0.24866407,-0.14866926,-0.026335489,-0.42030263,0.63891715,-0.20500143,-0.42030263
gene_name-6515,-0.3097464,-0.2977239,-0.30974633,0.26548713,-0.30974638,-0.30974647,-0.30974644,1.5887139,-0.30974644
gene_name-6533,-0.13001105,-0.18435284,0.29877046,0.15539525,1.0332888,-0.25582016,-0.25582016,-0.14025405,-0.25582016
gene_name-6542,-0.138007,-0.08311112,-0.13800709,-0.13800706,-0.13800699,7.133185,-0.138007,-0.03152127,-0.138007
gene_name-6553,-0.16868976,0.2206776,-0.1738143,-0.3884848,0.47304747,0.5878746,-0.57656515,-0.39737585,-0.57656515
gene_name-6560,-0.23431462,-0.055729095,-0.2343147,0.61593515,0.16801642,0.3741533,-0.23431465,-0.06502191,-0.23431465
gene_name-6574,-0.09380032,-0.0938003,0.044470802,-0.09380036,1.213505,-0.093800336,-0.093800336,-0.093800366,-0.093800336
gene_name-6581,-0.12401821,-0.12401815,0.0146669885,-0.1240182,1.9453652,-0.124018215,-0.12401822,-0.1240182,-0.12401822
gene_name-6587,-0.12456647,-0.09037305,-0.12456647,-0.12456652,-0.12456648,7.9926505,-0.12456647,-0.12456652,-0.12456647
gene_name-6589,0.036016293,0.07283848,0.17980343,-0.6989552,-0.5746249,0.92718464,-0.426585,0.3258883,-1.4077907
gene_name-6592,-0.5571099,0.4311184,-0.5571099,-0.20881203,-0.46440303,-0.5571099,-0.55710995,-0.24048729,-0.55710995
gene_name-6593,-0.12341395,-0.09091061,-0.017242612,0.0044891536,1.3728839,-0.12341394,-0.12341394,-0.123414,-0.12341394
gene_name-6595,-0.08120884,0.059344757,-0.08120883,-0.08120888,-0.08120883,-0.08120885,-0.08120885,-0.08120887,-0.08120885
gene_name-6607,-0.4550432,-0.10321994,0.002548394,0.3977791,-0.54157454,-0.54157454,0.9072172,0.44486976,-0.5415746
gene_name-6610,2.1448581,-0.162905,-0.087038085,-0.16290508,0.71463794,-0.16290504,-0.16290504,-0.16290507,-0.16290504
gene_name-6611,1.4382625,-0.17186385,-0.06882765,-0.17126615,1.2477173,0.71154165,-0.24166341,-0.24166325,1.5731208
gene_name-6624,-0.1249958,-0.02495284,-0.14654659,-0.13824473,0.9883322,1.1288236,1.8491704,-0.08519732,-0.71447325
gene_name-6625,1.1833864,-0.32919306,0.52896047,0.27370137,0.13161123,-0.4999371,-0.49993712,-0.15183799,1.2059448
gene_name-6626,-0.944942,0.53694177,-0.7230189,0.12179532,-0.93350905,-1.0150894,-0.25793236,-0.35892412,-1.0150894
gene_name-6637,-0.08110722,-0.08110724,-0.08110717,-0.081107184,-0.08110723,4.959446,-0.08110721,-0.081107184,-0.08110721
gene_name-6639,1.0402809,-0.27269453,0.46670374,-0.1811923,0.18470173,1.8898034,-0.61190146,-0.046360534,0.36752126
gene_name-6645,-0.183374,-0.20052114,0.6859483,-0.071144514,0.080317326,-0.30159488,-0.30159488,0.034077745,-0.30159488
gene_name-6648,-0.14081167,-0.11072433,0.13759904,-0.0003063403,0.90080637,-0.14081167,-0.14081167,-0.14081156,2.9642315
gene_name-6653,-0.7933662,0.3547619,-0.40922216,-0.47210306,-0.712846,-0.79336613,-0.79336613,0.33746263,-0.79336613
gene_name-6659,-0.065589905,-0.065589905,-0.065589905,0.124326885,-0.065589905,-0.065589905,-0.065589905,0.114152774,-0.065589905
gene_name-6665,-0.13316533,-0.13316534,0.4904663,0.018464107,-0.13316534,-0.1331653,-0.1331653,-0.019541094,-0.1331653
gene_name-6677,-0.1404166,-0.082761824,0.064404085,0.4050966,0.17447557,-0.1404166,-0.1404166,-0.1404166,-0.1404166
gene_name-6679,-0.07996574,-0.079965636,0.05252014,0.30041048,-0.07996574,-0.07996575,-0.07996575,-0.07996576,-0.07996575
gene_name-6680,-0.593504,0.18791461,-0.11205549,-0.29259342,-0.593504,-0.24117362,-0.593504,0.22549227,-0.593504
gene_name-6703,0.23022538,-0.34808335,0.9185509,-0.42106166,1.386886,0.11339509,-0.6454368,-0.09985648,0.478134
gene_name-6708,2.9578013,-0.09915273,-0.16230072,-0.29616955,0.14864193,-0.07529726,-0.41015628,-0.2929236,0.5773244
gene_name-6709,3.5581546,-0.18259513,-0.17037365,-0.1596977,-0.05146316,-0.33767703,-0.33767706,-0.25209665,1.6944969
gene_name-6774,-0.14680074,-0.09655977,0.21095113,0.1120413,0.13420464,1.3935071,-0.14680073,-0.14680064,-0.14680073
gene_name-6775,-0.8973182,0.12025652,-0.24179861,0.07474463,-0.43433502,-0.96607226,-0.96607226,0.3994773,0.79579914
gene_name-6784,2.4726856,-0.26547262,-0.09315075,0.22131269,0.6165343,0.16770072,-0.31677842,-0.31677824,2.0118532
gene_name-6788,-0.2870275,0.06646154,-0.1782085,0.042987447,-0.14262691,-0.35251346,0.63769233,0.13802047,-0.6412059
gene_name-6800,0.2735209,-0.10465448,-0.104654774,-0.104654774,1.152048,1.5794548,-0.10465473,-0.104654774,-0.10465473
gene_name-6806,0.5552681,-0.11458763,-0.043663885,-0.044479962,0.94186974,-0.21500528,-0.21500528,-0.0009015671,-0.21500528
gene_name-6807,-0.11067386,0.11591935,-0.050402544,0.033733238,-0.31587213,-0.09306562,-0.990635,-0.25141418,1.4305407
gene_name-6809,-0.5635394,0.028221557,-0.15672077,0.08589852,-0.547997,-0.03792991,0.2749171,0.42607665,0.26402232
gene_name-6824,0.6274741,-0.12497953,-0.03014513,-0.17560378,1.6723205,-0.1756037,-0.1756037,-0.17560378,-0.1756037
gene_name-6830,0.0072722407,-0.6017606,1.2153485,1.1883646,-0.068681434,-0.637274,-0.00499171,-0.27593857,-0.84048927
gene_name-6839,-0.18899581,-0.16266568,-0.12416463,1.1312937,-0.18899582,0.59087116,-0.18899578,-0.18899572,-0.18899578
gene_name-6863,-0.08157512,-0.08157522,0.05652877,-0.081575125,0.83493155,-0.081575096,-0.081575096,-0.08157511,-0.081575096
gene_name-6866,0.14668971,-0.08362323,0.009177728,-0.03613667,0.8668489,-0.16370057,-0.16370057,-0.1637005,3.7749865
gene_name-6884,-0.14083435,0.0075389375,-0.036714375,0.043817513,-0.14083435,-0.14083435,-0.14083436,0.11073481,-0.14083436
gene_name-6888,-0.14729522,-0.14729503,0.057168048,-0.07283796,1.8286659,0.509316,-0.14729522,-0.14729512,-0.14729522
gene_name-6889,-0.18678789,-0.16710162,-0.051190972,-0.101533815,2.0970643,2.3399098,-0.18678792,-0.18678789,-0.18678792
gene_name-6905,0.3491895,-0.1386149,-0.20123939,0.07435616,0.8666836,1.8799306,-0.4879603,0.054764707,0.3906408
gene_name-6936,0.09496705,-0.1621013,-0.0075376313,-0.21679804,1.200498,3.3195946,-0.3584851,6.2787105e-05,-0.3584851
gene_name-6945,-0.96736926,0.07007682,-0.30482078,0.68970877,-0.88879526,-0.9673695,2.0957465,0.250832,-0.96736944
gene_name-6960,0.60268193,-0.26896137,0.6394009,-0.04841421,0.29023936,0.44612265,-0.43959537,-0.16756848,1.1305948
gene_name-6962,0.65807503,-0.107798,0.20069584,-0.22872885,1.159187,0.6981121,1.2829123,-0.5124977,1.636056
gene_name-6966,0.08632478,-0.04465971,-0.1810499,0.083285496,0.38814765,-0.27440694,1.4451233,0.0828021,1.0857486
gene_name-6968,-0.1050943,-0.105094366,-0.105094336,0.41478857,0.7429304,-0.105094306,-0.1050943,-0.105094306,-0.1050943
gene_name-6975,-0.214422,-0.11409328,0.03027241,0.083255045,-0.054744754,3.8898728,-0.21442199,0.020237366,-0.21442199
gene_name-6977,1.8328369,-0.07503078,-0.02223763,-0.20013012,-0.20013,1.0471525,-0.20013005,-0.20013013,-0.20013005
gene_name-6988,-0.16247016,-0.36567461,-0.37795264,2.2523668,0.32861656,0.57710654,-0.37795278,-0.37795264,0.7380447
gene_name-6993,1.2973028,-0.10268063,-0.013210906,0.06510497,0.2126948,-0.28535226,-0.28535226,-0.16926785,-0.28535226
gene_name-7000,-0.21678808,-0.028228607,-0.08911656,-0.14575435,1.1102287,2.2390707,-0.21678807,-0.2167882,-0.21678807
gene_name-7007,-0.23230678,0.6423793,-0.43491605,-0.8475223,-0.041927733,0.14823751,0.23779507,-1.0503367,0.9053997
gene_name-7026,-0.04984213,0.108840995,-0.11300937,-0.08752281,-0.5633142,-0.56331414,0.3727328,0.035509575,1.7865225
gene_name-7033,-0.092340015,-0.045399055,0.044375066,-0.09234,-0.092340015,-0.09234003,-0.09234003,0.042518742,4.931698
gene_name-7040,-0.10455951,0.055573005,-0.2425301,0.20270868,-0.23766345,-0.37584254,-0.37584254,-0.019964885,3.2810454
gene_name-7044,0.5441632,0.17666987,-0.2796334,-0.18491699,-0.11239136,-0.55202174,-0.55202174,-0.20008446,-0.55202174
gene_name-7060,-0.6175305,0.059148364,-0.21016246,-0.011478583,-0.534892,-0.61753035,-0.61753035,0.5542436,0.9358195
gene_name-7069,0.21565764,-0.15952942,-0.01805578,-0.30294898,2.0883293,3.2296734,-0.30294907,-0.302949,-0.30294907
gene_name-7075,0.4931265,0.32691863,-0.41006002,-0.5425536,0.6785067,0.98766726,0.9516875,-0.81706655,0.5228873
gene_name-7077,0.21527064,-0.16840225,-0.10460746,-0.04016454,2.2694993,-0.1919052,-0.1919052,-0.117127664,-0.1919052
gene_name-7078,-0.13103803,-0.13103823,0.04668054,-0.13103808,1.9595824,-0.13103805,-0.13103804,-0.13103808,-0.13103804
gene_name-7081,-0.014932485,-0.15831783,-0.09382917,-0.10179393,1.8949288,2.583968,-0.17659444,-0.17659442,-0.17659444
gene_name-7082,-0.16368148,-0.14388807,-0.10024791,0.08733306,2.0133638,-0.16368146,-0.16368146,-0.16368143,1.6221893
gene_name-7083,0.13316615,-0.11737587,-0.04061384,-0.11737584,1.4459732,-0.1173758,-0.1173758,-0.027503202,-0.1173758
gene_name-7085,0.052901246,-0.21122852,0.37230098,-0.22799206,2.0116408,-0.22799206,-0.22799206,-0.22799206,-0.22799206
gene_name-7086,0.75736356,-0.19350617,-0.062120013,-0.2085307,2.3747451,-0.20853068,-0.2085307,-0.15844604,-0.2085307
gene_name-7087,0.20012233,-0.1588478,-0.060964063,-0.15884778,1.9578899,1.5460448,-0.1588477,-0.15884778,-0.1588477
gene_name-7089,-0.1235039,-0.123504095,-0.12350379,-0.12350382,2.3976645,-0.12350387,-0.12350388,-0.12350381,-0.12350388
gene_name-7090,0.5692409,0.25728658,-0.4487825,-0.6128671,0.41117045,1.0704339,0.8301516,-0.3517328,0.27039024
gene_name-7098,-0.3501699,-0.1264066,0.18519521,0.47497368,0.065177225,-0.56435657,-0.56435657,-0.027709752,0.23545218
gene_name-7111,-0.19858317,-0.13502318,0.015787514,0.24535367,0.5629357,-0.3587186,-0.35871857,0.092721336,2.1683607
gene_name-7113,-0.020592662,0.5096262,-0.64796424,-0.40928513,-0.24074431,0.016989827,-0.6479639,-0.6107001,0.27290052
gene_name-7117,0.075646855,-0.058120374,-0.083348215,-0.12511119,0.5612592,0.5625786,1.1616305,0.040362123,1.6579409
gene_name-7118,-0.07829738,0.053372707,-0.07829744,-0.078297384,-0.07829738,-0.07829738,-0.07829738,-0.07829739,-0.07829738
gene_name-7124,-0.60515684,0.12623402,-0.091156475,-0.16684668,-0.10629408,-0.6925702,-0.6925702,0.18445556,-0.6925702
gene_name-7129,-0.1920359,-0.1749418,0.23300275,0.025885884,1.0292088,0.47116637,-0.19203588,-0.19203576,4.4663095
gene_name-7131,-0.4768299,0.24469201,-0.41762567,-0.47682968,-0.3631787,-0.47682998,2.1414123,0.36937746,-0.47682998
gene_name-7136,0.9471659,-0.09438849,-0.031586614,-0.19151688,0.8739593,-0.1588908,1.1430619,-0.2079535,1.9723868
gene_name-7142,0.17910545,-0.19751793,-0.06283271,-0.09034958,2.116926,-0.3225448,-0.3225448,0.015871499,1.599865
gene_name-7179,-0.52376527,0.13037567,0.41623828,-0.44445166,-0.41100824,-0.52376515,-0.5237652,-0.17109518,-0.5237652
gene_name-7193,-0.2161959,-0.01999208,-0.056385636,-0.09940975,0.36827385,3.1647377,1.8360896,-0.21619599,-0.21619593
gene_name-7194,-0.1472857,0.02095988,-0.14728555,-0.029217351,0.30604467,2.1652002,-0.1472857,-0.14728558,-0.1472857
gene_name-7214,1.0456215,-0.17763752,0.016428184,0.07476903,0.9457559,1.5227709,0.4250636,-0.369418,0.48298293
gene_name-7218,-0.06673123,-0.066731386,-0.06673127,-0.06673122,0.8484263,-0.066731244,-0.066731244,-0.06673122,-0.066731244
gene_name-7219,0.096746005,-0.24069692,-0.10804338,0.3981709,0.09177098,-0.25555465,-0.25555462,0.5286862,3.460711
gene_name-7220,0.70154124,0.03136821,-0.18619287,0.653958,-0.58684504,-0.67984,0.677995,-0.4562664,-0.67983997
gene_name-7223,0.033624202,0.3300631,-0.12840399,-0.3022015,0.22243138,-0.8060724,-0.30374843,-0.81681985,0.006408334
gene_name-7247,-0.21709636,-0.122894585,-0.097118765,-0.01007358,2.0589006,0.45545778,-0.21709637,-0.1527723,-0.21709637
gene_name-7251,-0.12396957,0.13403413,-0.123969615,-0.12396956,-0.12396956,-0.12396958,-0.12396958,-0.12396956,-0.12396958
gene_name-7252,-0.08126725,0.012511908,-0.08126732,0.10894529,-0.081267245,-0.08126727,-0.08126727,-0.081267305,-0.08126727
gene_name-7256,-0.77837163,0.29940662,-0.035112713,-0.423731,-0.5619622,-0.8552112,-0.8552112,-0.06054128,-0.20518802
gene_name-7260,-0.4284348,0.12573907,-0.03887863,-0.14149459,-0.056328297,-0.42843476,-0.42843473,-0.038854506,-0.42843473
gene_name-7262,-0.10315088,-0.023240022,-0.10315086,0.0632726,0.6773592,-0.103150904,-0.103150904,-0.10315086,-0.103150904
gene_name-7264,0.3157207,-0.1888238,-0.06751021,0.28353617,0.35681212,0.49443427,1.5485039,0.14032677,1.0480179
gene_name-7267,-0.65280026,0.24809983,-0.08757354,-0.162809,-0.35154712,-0.41864622,-0.7326996,-0.20418258,-0.7326996
gene_name-7269,-0.16056535,-0.16056487,-0.08706473,-0.07663399,2.3541842,-0.16056533,-0.16056533,-0.16056536,3.397438
gene_name-7297,0.28587574,-0.04526185,0.1791502,-0.14765815,0.3229156,-0.763308,0.8584192,-0.1541163,1.4326044
gene_name-7298,-0.037542157,-0.044929147,0.32882345,-0.14710836,0.19455093,-0.44907472,0.12994727,-0.18456495,1.365426
gene_name-7303,0.6119298,-0.12603013,0.10954351,0.12512915,0.4377672,0.8013284,0.27659225,-0.2854778,0.30607563
gene_name-7304,-0.11688687,-0.07492121,0.21906373,-0.116886936,0.66682684,-0.11688688,-0.116886884,-0.11688695,-0.116886884
gene_name-7305,-0.06656288,-0.06656272,0.071335465,-0.06656288,0.3910083,-0.06656288,-0.066562876,-0.06656288,-0.066562876
gene_name-7309,0.9101351,-0.089908786,-0.16617285,-0.13337755,0.25307325,0.34548536,0.9594746,0.1643111,0.3281471
gene_name-7313,-0.14068438,-0.14068423,0.22516906,0.2718731,-0.14068438,-0.14068438,-0.14068438,0.12244297,-0.14068438
gene_name-7314,1.4512128,-0.18982697,-0.09205374,-0.18668267,1.5443625,0.34277487,-0.25184426,-0.25184435,2.7629113
gene_name-7322,-0.3506318,-0.0875985,0.45958647,0.008198488,-0.04150169,0.76738113,0.5071259,-0.22173844,-0.03775078
gene_name-7337,0.15700279,-0.116664,-0.06066721,-0.2246287,0.54186183,5.104718,1.2252183,-0.11307806,-0.27375114
gene_name-7339,-0.093210466,-0.048067115,-0.09321056,-0.09321051,-0.093210466,4.6946454,-0.09321048,-0.09321052,-0.09321048
gene_name-7359,-0.17760111,-0.36107522,1.1751503,-0.09505496,-0.36879644,-0.054696646,-0.29494813,0.14910659,0.64716023
gene_name-7362,-0.48438036,-0.053400032,-0.13517375,-0.014926488,-0.093232565,0.050881416,0.50522304,0.5747682,0.43006906
gene_name-7368,-0.081186086,-0.03429693,-0.081186146,-0.081186086,0.37704954,-0.08118609,-0.08118609,0.09883509,-0.08118609
gene_name-7374,-0.47777456,-0.26185715,0.43865982,-0.3512364,0.044300165,1.6993614,-0.753572,0.76416856,0.2344796
gene_name-7375,-0.42934975,-0.31791085,-0.08770707,0.012706395,0.65557504,0.84042126,-0.2501796,1.1229831,0.62219846
gene_name-7376,0.6504945,-0.27715644,0.21290529,-0.40450916,1.2932155,2.4374952,0.5478003,0.15354934,-0.47250324
gene_name-7377,-0.8886995,0.061613627,-0.16388273,-0.49979642,-0.25054595,-0.9536393,0.013926417,0.9777594,0.15993461
gene_name-7381,1.275862,-0.103386916,-0.19377853,-0.003985408,1.0224731,1.2058727,-0.53511125,-0.31780323,-0.53511125
gene_name-7385,-0.57022893,0.24475537,-0.082368635,-0.307857,-0.30167052,0.1661415,0.6552696,-0.2706234,0.5830056
gene_name-7393,0.89633995,-0.31077066,-0.14749455,0.46987322,0.80206394,0.9333667,-0.82496655,0.15244846,1.8618052
gene_name-7395,0.65377164,-0.26948053,0.4892656,0.18128197,0.7893578,0.35298142,-0.027081192,-0.38929912,0.62799954
gene_name-7397,0.2448235,-0.20332682,0.16510734,0.0045012427,1.1702622,0.32321468,-0.2708878,-0.114913404,2.7872143
gene_name-7400,0.0022249853,-0.19285993,-0.02209478,0.10630058,1.580078,2.367853,-0.19286023,-0.19286028,-0.19286023
gene_name-7403,-0.06581234,-0.06581218,-0.065812305,-0.06581234,-0.06581234,3.2894583,-0.065812334,-0.06581234,-0.065812334
gene_name-7404,0.42967078,0.0747024,-0.040989917,-0.3698542,1.121079,-0.16321863,-0.56658655,-0.45970607,0.35135427
gene_name-7408,-0.7041466,0.20180091,-0.11446828,-0.025251959,-0.5028897,-0.92623824,-0.92623824,0.02536365,-0.92623824
gene_name-7412,0.18103208,-0.06375704,-0.21063326,0.061665706,0.84891057,0.113153614,-0.39296946,0.07555375,-0.39296946
gene_name-7414,0.25452867,-0.081953496,-0.048546948,-0.17520365,1.6667316,-0.17520367,-0.17520367,-0.17520364,-0.17520367
gene_name-7415,-0.08091022,-0.034022257,-0.08091021,-0.08091021,-0.08091021,3.2793934,-0.08091023,-0.08091021,-0.08091023
gene_name-7416,0.57903427,-0.048058018,-0.23463848,-0.36775818,1.3261971,2.9748552,-0.48182344,-0.18402722,-0.48182344
gene_name-7417,1.8990645,-0.24763444,-0.09017529,-0.128374,1.376037,2.4866998,-0.5706803,-0.28861523,-0.5706803
gene_name-7419,-0.093497984,-0.09349809,0.31867787,0.06907482,-0.093497984,-0.093497984,-0.09349798,-0.09349793,-0.09349798
gene_name-7427,0.74339396,-0.0560813,0.13359815,-0.12576325,-0.03235595,0.25456735,-0.50848585,-0.15581144,1.1429298
gene_name-7450,0.31535435,-0.17803521,0.09742209,-0.06475566,0.79171216,0.58373326,-0.24818179,-0.036561403,4.799576
gene_name-7456,2.0422122,0.16001818,-0.38598388,-0.32396403,-0.32032812,-0.4191763,-0.4191763,-0.36972186,-0.4191763
gene_name-7457,-0.0028879074,-0.027098874,0.11602898,-0.13040155,0.46333426,-0.21616328,-0.21616328,-0.06613643,-0.21616328
gene_name-7458,-0.01490263,-0.12020134,-0.074035384,-0.17805617,-0.0052677826,6.8941827,-0.17805621,-0.09193877,2.6266403
gene_name-7459,-0.4804441,0.19145004,-0.10650003,0.032592595,-0.47974613,-0.2354809,-0.5665855,-0.21956113,0.18527883
gene_name-7461,-1.3275793,0.46795332,-0.5659547,-0.95525193,-0.21859837,1.5400606,-1.8449322,0.34897122,-0.53572756
gene_name-7467,0.85314476,-0.06293705,-0.06293722,-0.06293721,-0.06293718,-0.06293719,-0.06293719,-0.06293721,-0.06293719
gene_name-7472,-0.17014934,-0.17014942,-0.1701495,0.52676326,-0.17014934,-0.17014934,-0.17014934,0.53754455,-0.17014934
gene_name-7474,-0.022007272,-0.15847573,0.67586726,-0.018357374,-0.20600657,-0.20600663,-0.20600662,-0.20600669,1.9428253
gene_name-7480,-0.1156523,-0.11565212,-0.006165033,-0.115652226,1.8866633,-0.11565226,-0.11565226,-0.11565222,-0.11565226
gene_name-7482,-0.14021395,-0.07861334,0.12091208,0.16861439,-0.14021395,-0.14021395,3.0751152,7.185979e-05,-0.14021394
gene_name-7490,-0.10236658,-0.102366745,-0.009809774,-0.10236658,1.5408708,-0.102366574,-0.102366574,-0.102366574,-0.102366574
gene_name-7500,0.17648797,-0.076759286,0.06658715,0.08725652,0.2662772,-0.14128022,-0.14128022,-0.020245703,-0.14128022
gene_name-7515,-0.13058819,-0.24406971,0.22754686,-0.17442797,-0.16094738,-0.3756586,1.71789,0.91002387,-0.3756586
