index,B-cell,CD14+ Monocyte,CD4 T-cell,CD8 T-cell,Dendritic cell,FCGR3A+ Monocyte,Megakaryocyte,NK cell
SKAP2,-0.11574234,0.15845466,-0.20488815,-0.05677806,0.33522987,0.07089869,0.49070042,0.1595616
JAZF1,-0.058455296,-0.004298152,-0.064694054,-0.110500686,0.2061639,0.15243608,-0.1471947,0.16192353
CHN2,-0.115992524,0.24969311,-0.104789965,-0.07534375,0.29548162,-0.06005402,0.21137513,-0.0912051
GARS,0.14841953,-0.035678253,-0.03361419,-0.0389392,0.061481778,0.068042055,0.2756015,-0.11043285
NT5C3A,-0.014950005,-0.09131713,0.012666186,-0.15311086,0.023799725,0.008481998,0.09721959,0.17853495
HERPUD2,0.1371255,-0.0848041,-0.031360608,0.10506654,-0.026114443,-0.00925957,-0.11569479,-0.06123551
STK17A,0.03513891,-0.5159108,0.17134939,0.27063137,-0.48375964,0.34905192,-0.42321667,0.2042337
BLVRA,-0.15319337,0.766496,-0.30396408,-0.20608373,0.90441644,-0.31638506,-0.033349868,-0.3435306
URGCP,0.03496748,-0.127029,0.05100527,0.013757965,-0.123570435,0.06773242,0.049582366,0.032312717
UBE2D4,-0.03271328,0.04861305,-0.0011789209,-0.11118896,0.2752222,-0.015439468,-0.14804669,-0.03905512
LINC00957,-0.042480454,-0.022355236,-0.02742425,-0.013622726,-0.042480428,-0.04248043,-0.042480353,0.016076272
AEBP1,-0.051337685,-0.05133775,-0.0061292583,-0.051337555,-0.051337715,-0.051337715,0.2450503,0.09177323
POLD2,0.08084409,-0.085277915,0.007078904,-0.066448145,-0.06641041,-0.057951983,0.45927298,0.09312547
DDX56,0.044636365,-0.023089582,-0.022076473,0.031954616,-0.027792552,0.062331274,-0.12740833,-0.023385353
CCM2,0.14017959,-0.1291424,0.008219961,-0.026102282,0.20731793,0.118015714,-0.09594461,-0.11019379
CCT6A,0.06195106,-0.0831278,-0.040567175,-0.013868736,0.0555733,0.13862656,0.40005156,0.023394845
ERV3-1,0.039006077,-0.1004748,-0.0606296,0.054094724,-0.10386335,0.18120131,-0.15268664,0.10881828
ZNF92,-0.062218245,-0.14770785,-0.047197778,0.028957168,-0.16573086,0.09891347,-0.2094971,0.3994193
GUSB,-0.045078844,0.11701081,-0.07500894,-0.053395007,0.39915588,0.047182582,0.49096403,-0.15930773
RP11-792A8.4,-0.0038417596,0.018411417,-0.054148536,0.040040206,0.00064620486,0.1976904,-0.10424593,-0.03898587
LAT2,-0.24119142,0.13385995,-0.25691834,-0.25636834,-0.07002696,0.5392317,0.5101507,0.6236526
RFC2,-0.04589747,0.010874836,-0.06771896,-0.041408755,0.0036369518,0.19707152,0.076484926,0.101541646
YWHAG,0.03504649,0.119617194,-0.061307274,-0.049614836,0.1337392,-0.070740886,0.19150662,-0.10669023
FGL2,-0.26943836,0.7254525,-0.2877506,-0.3025332,1.1154567,-0.18217158,0.60393155,-0.28654537
TMEM60,0.07133371,-0.04231188,-0.019531686,-0.03913935,0.10002983,-0.040336084,-0.24882129,0.04350672
ABCB1,-0.0038310052,-0.07870094,-0.01653838,-0.02565155,-0.06626873,0.52700824,-0.09893941,-0.07217426
RBM48,0.03478826,-0.09642654,0.057755083,0.017825088,-0.15461157,-0.03724735,-0.15461154,0.059821304
SAMD9L,-0.038757328,0.043254346,-0.1613344,0.02785345,0.11893372,0.12167974,0.5578712,0.12081591
GNG11,-0.0778454,-0.021003744,-0.10433614,-0.026500138,0.07155056,-0.10433601,-0.104336195,-0.07029427
BET1,0.035416093,-0.06990738,-0.023022255,-0.04276997,0.01704383,0.09086216,0.24509923,0.036847536
ARPC1B,-0.045821108,0.6959289,-0.4710687,-0.13841774,0.8135654,-0.007979666,0.81636375,-0.3805298
LRCH4,0.049690947,-0.016465545,0.0072481823,-0.0966856,0.15660833,0.099881046,-0.0065367967,-0.052741844
ALKBH4,-0.03925771,-0.011945934,-0.06431909,0.1334795,0.06261806,0.18574183,0.04586093,-0.057264715
DNAJC2,-0.07691976,0.03773269,-0.0042758826,0.097431906,0.0023107103,0.0061837574,0.14797589,-0.056070004
CTB-152G17.6,0.019174546,-0.049658407,-0.034591336,-0.020780312,-0.04965867,0.015598853,-0.049658626,0.008939964
PRKAR2B,-0.028481238,-0.031286567,-0.021290446,-0.051429693,-0.051429622,-0.05142963,0.2626775,-0.051429693
HBP1,-0.020921493,-0.0588734,0.027089726,0.011312743,0.103710085,0.14785501,-0.13945761,-0.055532705
PNPLA8,-0.048815493,-0.036492534,-0.011816199,-0.0967936,0.10779006,0.044278152,0.15613098,0.16086017
CAPZA2,-0.04992876,0.14185083,-0.10667518,-0.14335737,0.57356894,0.0713478,0.3372128,-0.12804914
SND1,-0.012196534,0.07057295,-0.06967718,0.01881888,0.09658443,-0.02568714,0.21947862,-0.009546326
ATP6V1F,-0.11748856,0.59006447,-0.26431784,-0.20792446,0.4008455,0.10412225,0.4715939,-0.25003794
TSPAN33,-0.07802973,0.038369272,-0.06292022,-0.020110179,-0.030067693,-0.078029886,0.1787274,0.06888029
RP11-138A9.2,-0.007901279,-0.050367177,0.10250113,-0.018745923,0.0022918642,-0.021785172,-0.0063002184,-0.09632896
MKLN1,-0.008458585,-0.07531181,0.0013553299,0.028062558,0.0697649,0.024073143,0.25435537,0.020351084
EXOC4,0.08556988,-0.0702941,-0.0441504,0.06466054,0.020065371,-0.06597275,-0.06765685,0.045248903
TMEM140,0.00064109615,-0.022706669,-0.042585246,0.03533818,-0.014454717,0.14870042,-0.029385684,-0.09289905
WDR91,-0.027801938,-0.011207253,0.027477132,0.03141078,-0.048858978,-0.102008104,0.13649634,-0.026052002
MRPS33,0.10443971,-0.0970151,0.043562967,0.031217748,0.04006795,-0.0781215,0.10897206,-0.09267172
RP5-894A10.2,-0.041920196,-0.024559144,-0.004540168,-0.064899415,0.0045137727,-0.06489937,0.2496287,0.013693861
SSBP1,0.1802491,-0.18440966,0.05862089,0.026717996,0.022194952,0.02556261,0.16452855,-0.12024942
ZYX,-0.07431711,0.4481676,-0.15942311,-0.15994634,0.47080746,-0.07103006,0.45649308,-0.32019475
ZNF212,-0.040964417,-0.004828652,-0.009031878,0.018578954,-0.049954683,0.23011975,-0.095539875,-0.06610668
ZNF467,-0.16197878,0.50312614,-0.12210464,-0.1689961,0.13332888,-0.18393856,0.50328636,-0.14369349
ATP6V0E2,0.07671896,-0.21187767,0.22088687,0.081230104,-0.22435942,0.07093471,-0.13008447,-0.22047204
GIMAP7,0.52241427,-0.3313031,0.2101354,0.3009206,-0.2008713,0.3154807,-0.4526948,-0.88151574
GIMAP4,0.436403,-0.060112428,0.042894706,0.24795464,-0.09884204,0.06613513,-0.42157888,-0.730608
GIMAP2,0.13920698,-0.032682646,0.04932803,0.07239305,0.20306848,0.048715193,-0.21680994,-0.3734539
GIMAP5,0.46443135,-0.40709263,0.23561354,0.20116363,-0.39664125,0.16276355,-0.3459129,-0.5151442
CHPF2,-0.04056747,0.0008805522,-0.015058432,0.027745375,0.011339159,0.08938849,-0.008808559,-0.0134859895
SMARCD3,-0.08602003,0.48315242,-0.1328765,-0.11863086,-0.055897277,-0.15188424,0.12166613,-0.15188488
LINC01003,-0.07241786,0.08443979,-0.0738735,0.0063542756,0.043313123,0.10054414,0.09837946,-0.008166559
RP11-5C23.1,0.026349355,-0.026231822,-0.005210435,-0.065573975,-0.0655737,-0.00021283067,-0.0655737,-0.036227997
PAXIP1-AS1,0.06606087,-0.12427305,0.08415072,-0.0026718783,-0.16857022,0.010397043,-0.19544455,0.017062224
PTPRN2,0.01962135,-0.06891737,0.009565922,0.002160286,-0.11733826,0.09799064,-0.046525463,0.060679145
GTPBP6,0.010270556,-0.035992745,0.01369343,0.006832805,0.04630397,0.039466538,-0.06071935,-0.017727662
ARSD,-0.06257329,0.09764317,-0.07145518,-0.053062823,0.30105042,0.01468417,0.21543425,-0.07333733
RP11-706O15.1,0.086017296,-0.08140312,0.0013267085,-0.013445497,-0.09475714,0.011137446,-0.09475726,-0.0064648846
HCCS,-0.010370971,0.04263889,-0.056487072,-0.10920325,0.23319058,-0.0833265,0.29378346,0.076812044
ARHGAP6,-0.041357677,-0.0413576,-0.041357458,-0.041357733,-0.04135753,-0.041357525,-0.04135755,-0.012082433
PRPS2,0.030437013,-0.0552097,0.003335996,-0.0024036944,-0.075378336,0.01739519,0.17183885,0.039158326
RAB9A,0.02206289,-0.031147389,-0.063328266,0.20893627,-0.015514481,0.13209915,-0.08560158,-0.11063783
REPS2,-0.05382363,0.026767872,-0.038750377,-0.053823672,0.22352247,-0.05382392,-0.053823914,-0.053823676
SH3KBP1,0.097778216,-0.05017389,-0.025514698,0.022110188,0.109376974,0.13159403,0.23899287,-0.1374552
SMS,-0.10001993,0.25276384,-0.1607773,-0.009472672,0.53445935,-0.1835103,0.16230023,-0.084903486
PRDX4,0.010618447,0.119979784,-0.10336175,-0.048573915,0.22352222,0.059938695,0.181336,-0.06838181
SAT1,-0.27904236,1.1113193,-0.59296155,-0.35841107,1.493072,-0.48717672,0.4679351,-0.26046786
ZFX,0.016774433,0.036335018,-0.0044315057,-0.037291106,0.0048953434,0.025294377,-0.123006575,-0.051067762
MID1IP1,0.054113783,0.18206632,-0.1027919,-0.04874403,0.19838272,-0.14515184,0.29827428,-0.12409722
KRBOX4,0.083121106,-0.08576207,-0.008962078,0.028466905,-0.07691316,0.04889722,-0.18223713,0.027092114
CDK16,-0.03924221,-0.010567395,-0.03428142,-0.098551884,0.2220348,0.11698059,0.10789426,0.060190383
RBM3,-0.01618221,0.14170294,-0.11042168,0.029051024,0.1758368,0.2224191,0.48484683,-0.17963946
PQBP1,0.017871842,0.113596074,-0.02956533,-0.048061233,-0.019182703,-0.061945315,0.7916229,-0.10511315
SLC35A2,0.010278567,0.06047199,-0.018650144,0.07070527,-0.048953004,-0.025380319,0.052629165,-0.11717581
OTUD5,0.03178676,0.00043007228,-0.010725513,-0.053469345,-0.01561318,0.027853644,0.18258937,0.01841838
PRAF2,-0.0038382304,-0.14020242,0.076269776,0.070491806,-0.07824833,0.1973746,-0.24105537,-0.040874805
WDR45,-0.03392185,0.021975448,-0.11276844,0.05179327,0.17434949,0.28118446,-0.09429733,-0.02248712
GPKOW,0.10524669,-0.09225339,-0.06604181,0.15980436,-0.06820652,0.09852642,-0.099455446,-0.060467757
SYP,-0.041409656,-0.021286486,-0.011300397,-0.04140956,0.027841477,-0.04140964,-0.041409727,-0.012134385
CCDC22,0.115195796,-0.024783324,-0.04546564,-0.074569784,0.038499154,0.08498571,0.4792258,-0.043285694
MAGEH1,0.09521633,-0.16226959,0.15616423,-0.053325526,-0.06244257,-0.0420521,-0.12199106,-0.07872763
PJA1,0.07626322,-0.08528657,-0.034927387,0.05407562,-0.020057423,-0.052376796,-0.13988654,0.060701575
PDZD11,0.032991882,-0.09999641,-0.050796945,-0.014506889,0.12505692,0.40636876,0.11221033,-0.025245372
NONO,0.020961057,-0.08299485,0.040279012,0.0028583591,-0.039872885,0.07594153,0.10963921,-0.0047406238
P2RY10,0.043720584,-0.19966778,-0.057582617,0.07459895,-0.07335259,-0.114635244,-0.14544335,0.36919332
ITM2A,0.42408067,-0.33057308,0.19061959,0.06788472,-0.34229606,-0.10290875,-0.13659218,-0.2906525
SYTL4,-0.010043806,-0.032950144,-0.03294997,-0.03295007,-0.03294993,-0.03294993,-0.03294993,-0.032950066
BTK,-0.2569358,0.1794111,-0.24089742,-0.25025082,0.75841826,-0.23729964,0.66474974,0.48319566
ARMCX5,0.103821404,-0.019775895,-0.0028335634,-0.031155074,-0.0663936,-0.0465942,0.029097684,-0.054134425
BEX4,-0.0035804457,-0.14067759,0.17188567,-0.1273624,-0.16080275,0.18375291,0.299721,-0.026029168
TCEAL8,0.28703085,-0.10817309,-0.026664078,-0.0064121354,-0.20217359,0.14955452,0.14454256,-0.1478376
TCEAL4,0.084984,-0.054028757,0.016543828,-0.010298789,-0.17089249,-0.09950392,0.40361845,0.025122125
MORF4L2,-0.051435627,-0.061379038,0.028846366,0.105599456,-0.007709906,0.15966877,0.0045794696,-0.06593804
NXT2,-0.010719745,-0.08595668,-0.07084274,0.092582166,0.054894812,0.1823405,-0.05511938,0.051360026
WDR44,-0.035653044,-0.04847244,-0.021228326,0.033947915,0.08742752,0.0492427,0.12770209,-0.05229538
PGRMC1,-0.087348126,-0.023216791,-0.041426133,-0.023720298,0.042032197,0.20908251,0.08409306,-0.11150369
RNF113A,0.10229465,-0.12741098,-0.018114256,0.13897224,-0.18650113,0.115830146,0.025483325,-0.013830814
NKAP,-0.016415168,0.01852029,-0.05108491,0.032937292,0.11414411,0.12034274,0.29279345,-0.067109816
LAMP2,0.07099856,0.044173166,-0.13490878,0.011637357,0.22954553,0.1535882,0.12292654,-0.082101
CUL4B,0.0036951276,0.008561305,-0.010533436,-0.06845212,-0.042479288,-0.0038606122,0.46438476,0.020455798
C1GALT1C1,0.017874843,-0.10636021,0.0077340105,0.02236999,0.048935626,0.23798893,0.20117016,-0.06143825
RP1-315G1.3,-0.00756602,-0.033325113,-0.053472217,0.0043064225,0.08519641,0.011810216,-0.053472135,-0.053472318
SLC25A14,0.03848588,0.017890729,-0.014637029,-0.054340668,-0.07943682,0.06960854,0.016664598,-0.024503956
HPRT1,0.1352226,-0.09800108,-0.017258123,0.012293691,0.009675075,0.11708558,0.10854703,-0.06444181
FAM127A,-0.06787923,0.21646053,-0.11306718,-0.02040471,0.28704134,0.0003630941,0.19273484,-0.12965685
FHL1,0.04567455,-0.1289802,0.07444349,-0.052113827,-0.10036095,-0.0598788,0.047116663,-0.034033794
IDH3G,-0.03507442,0.2742752,-0.1336716,-0.04585964,0.30196482,-0.007521241,0.125757,-0.17379203
PDZD4,-0.0028782862,-0.071863696,0.0036374112,-0.042921674,-0.07186376,0.25514486,-0.07186366,-0.071863644
TKTL1,-0.0015526393,-0.07164365,0.097519495,-0.038396932,-0.07130806,0.15446329,-0.10582282,-0.105823174
MPP1,-0.13715199,0.31717145,-0.16863304,-0.20247404,0.68701553,-0.14639947,0.11836994,-0.20511794
FBXO25,-0.032180894,-0.026774738,-0.0226102,0.012775953,0.013325479,0.16911756,0.30095556,-0.002725922
TDRP,-0.037347082,-0.01723235,-0.037347328,-0.03734712,0.031875845,-0.037347287,-0.037347246,-0.037347123
MYOM2,-0.04122197,-0.0447071,-0.0104378145,-0.08123823,-0.03163743,0.11514929,0.093618944,0.0657187
LONRF1,-0.064692825,0.011048779,-0.012213117,0.002537335,-0.016366012,-0.08439704,0.102202445,0.027195932
DMTN,0.032174498,-0.08155089,-0.011630943,-0.00038761747,-0.08155125,-0.08155127,-0.081551164,-0.059701223
SLC39A14,-0.06501157,-0.06501159,0.010438573,0.0796007,-0.06501141,-0.06501139,-0.06501141,-0.035667315
ADAM28,-0.12783423,-0.13043636,-0.14328317,-0.14915687,-0.16084123,-0.10876641,0.4094258,0.86795247
CLU,-0.08057929,-0.033915453,-0.07203579,0.036248595,0.059135452,-0.12095049,-0.03233751,-0.108457424
PNOC,-0.14688154,-0.1439233,-0.16591553,-0.1727271,-0.13362636,-0.16331978,0.115320355,1.0204369
HMBOX1,-0.030055294,-0.038875643,-0.025506029,0.08106218,0.049686313,0.024044542,0.28950387,0.0003824057
IDO1,-0.04883943,-0.008563484,-0.033773735,-0.048839394,-0.04883922,-0.04883921,0.8736659,-0.019542318
RP11-589C21.6,0.28506353,-0.15899731,0.023033515,-0.04707083,-0.15701303,-0.023436597,-0.05641328,-0.061438046
AP3M2,0.12125027,-0.1242638,0.11684277,0.012779107,-0.15592258,-0.061092965,-0.093256325,-0.1179761
VDAC3,0.08166801,-0.105108075,-0.02947009,0.10994769,-0.10848795,0.27944428,0.24667685,-0.1851235
SLC20A2,0.04213518,-0.034252573,-0.029013764,0.012903103,-0.0708663,0.0510654,0.20439062,-0.0123958355
FNTA,0.16099598,-0.09413586,-0.03464301,0.046493765,-0.08001007,0.053439908,0.08177844,-0.042267926
LYPLA1,-0.04256138,0.010468215,-0.104655,0.061108336,0.20209403,0.060420383,0.36610565,0.042937294
NSMAF,0.06838522,-0.059266344,0.033240058,-0.09138681,-0.08567538,-0.009919241,0.27655235,0.009031443
RAB2A,0.045501847,0.0015952952,-0.084887095,0.011000657,0.29003286,0.17840947,-0.05723851,-0.09190554
CHD7,0.019860052,-0.109086044,0.020367697,0.063719176,-0.123517334,-0.11183017,0.21002251,0.093035944
RRS1,0.14373286,-0.14182945,0.06502768,0.048138164,-0.1373626,-0.041561294,0.43533882,-0.11085294
C8orf44,0.03474678,-0.021060081,-0.00043431076,-0.019565616,-0.10099595,-0.10099596,-0.100995794,0.056184813
STAU2,0.0030129554,-0.057872016,0.009075948,0.013389157,-0.026244307,0.13060749,-0.058679808,0.0016446604
ZBTB10,0.057548027,-0.060749322,-0.048802353,-0.0014667365,-0.02242929,0.1206942,0.19464189,0.037427995
RP11-219B4.7,-0.04624576,-0.04624574,-0.046245698,-0.04624581,0.023038408,-0.046246048,-0.04624604,0.10020092
CA2,-0.070586264,0.017166674,-0.11535706,-0.056039046,0.23569596,-0.124259315,0.2481273,-0.066868775
TMEM55A,-0.047480874,0.12529384,-0.018487345,-0.06681651,0.010677162,-0.13517465,0.64441514,-0.05478024
KIAA1429,-0.016102348,0.020069173,0.013966247,0.0033978731,-0.062440004,0.06681418,-0.034881964,-0.059190255
DPY19L4,0.039315045,0.024503095,-0.010594591,-0.040183824,0.10334828,-0.094360344,-0.09436033,-0.066657506
MTERFD1,0.029205937,-0.055552322,-0.021871597,0.039780315,0.039288253,0.14163367,-0.1564619,-0.02578451
CPQ,-0.035650574,0.09242564,-0.06398188,0.01271161,0.16229421,0.13518007,-0.072515815,-0.101179704
POLR2K,0.00422273,-0.09753724,-0.027058763,0.14936548,0.013378497,0.02743325,-0.19741471,0.0403766
ATP6V1C1,-0.039676875,0.032884635,-0.080764316,0.042168,0.12450255,0.099241816,0.44768196,-0.028428398
NUDCD1,-0.0019021807,-0.12559392,0.005753221,0.10786621,0.11311528,-0.113422394,0.1078417,0.04253855
MED30,0.04615965,-0.10385014,-0.020497283,0.07255323,-0.047319062,0.031567875,0.047659263,0.06882721
DERL1,-0.010730749,-0.049609404,-0.08560821,0.1653572,0.0615609,0.2986855,0.16262655,-0.079066925
WDYHV1,-0.036852293,0.07032826,-0.048524592,0.02610416,-0.015020106,-0.02534615,0.29245833,-0.02816813
RNF139,0.12433244,-0.12584755,0.06587181,-0.006869099,-0.055580914,0.14853755,-0.1366644,-0.11417362
KIAA0196,-0.029758211,0.038134683,-0.015507589,0.012622995,-0.09251864,0.11632966,0.37360644,-0.07091308
SLA,0.03239449,0.0022242272,-0.07374757,0.099167846,0.09500718,0.15461282,-0.13785829,-0.08774218
CASC7,0.080675624,-0.11077651,0.012150467,-0.0007421607,0.12456907,0.010396531,-0.0021854462,-0.040929705
LYPD2,-0.056654666,-0.07749055,-0.07749086,-0.07749038,0.96216935,-0.077490725,-0.077490576,-0.07749039
TOP1MT,0.04008993,-0.088187024,0.075883694,-0.07311095,-0.16931331,-0.100263104,0.13677749,0.10584146
NAPRT1,-0.08432513,0.4450424,-0.17493095,-0.09301181,0.559822,-0.21990992,0.56820154,-0.28337204
SHARPIN,0.018613972,-0.05718066,-0.087509155,0.15768094,0.112137,0.20158342,0.31500733,-0.102244474
MAF1,0.07035264,-0.1252298,-0.08188057,0.024427915,-0.06717314,0.27659947,0.3017402,0.12125629
VPS28,0.0701952,0.16372146,-0.074822634,-0.114487134,0.17596093,0.082268625,0.0068203937,-0.18176676
RCL1,0.032615583,-0.094256446,0.044929303,0.041734148,-0.10262933,0.15739463,-0.14285305,-0.06735923
CD274,0.019461514,-0.0090916995,-0.04936979,-0.020492269,-0.04936971,-0.049369715,-0.04936969,-0.020071313
CDKN2A,0.045580145,-0.060517687,-0.062483862,0.1141019,-0.09128599,-0.091285974,-0.09128617,0.058751065
DNAJA1,0.15203622,0.034441687,-0.16955347,-0.008254846,0.23173155,0.24712256,0.19248034,-0.11532925
AQP3,0.6725113,-0.40785936,0.23001927,0.010109658,-0.37921056,-0.35226077,-0.3421173,-0.35745814
ENHO,-0.049836412,0.036016997,-0.0787838,-0.093916446,0.074689336,-0.09391688,3.0000644,-0.09391642
GALT,0.13181038,-0.14600882,0.06976123,-0.06645617,-0.06837686,0.15784605,0.13316551,-0.072586544
STOML2,0.052459247,-0.042592466,-0.060142815,0.09578708,-0.022906126,0.17065741,0.10684821,-0.04920171
CD72,-0.17048776,-0.19313972,-0.18114297,-0.13968536,-0.21186486,-0.12223876,0.35036182,1.1118327
TPM2,-0.003790875,-0.029540148,-0.049680192,-0.049679838,-0.04967979,0.08083554,0.578425,-0.049679827
GNE,-0.011003709,-0.016617393,-0.056925517,-0.028026527,0.012432365,-0.056925744,-0.05692566,0.031035712
PAX5,-0.07994672,-0.05216111,-0.062214572,-0.1118847,-0.11188419,-0.052099697,-0.11188435,0.47331807
FXN,0.07475585,-0.029185519,0.050331343,-0.07205489,0.0002418329,0.11484354,0.12391427,-0.13798675
ABHD17B,-0.0063668718,-0.069730185,-0.05393982,0.05553992,-0.10109122,0.2456138,-0.13436338,0.07535515
VPS13A,-0.017807733,-0.118167795,-0.0144632915,0.11352925,-0.027416864,0.16379586,-0.040736888,0.043395586
TLE4,0.015927764,-0.030850304,-0.07537219,0.060642198,0.3287327,0.11846011,0.20586345,-0.094124675
SPIN1,-0.0083882045,-0.033761863,-0.02447171,0.021528348,-0.07428093,0.017060578,0.011108622,0.080375895
FAM120A,-0.064451635,0.057741594,-0.055675924,0.052969836,0.15488462,0.07031889,0.416134,-0.10616357
C9orf3,-0.018480843,-0.022874797,-0.0074877352,-0.026840728,0.031897355,-0.08255797,-0.08255813,0.0029290884
PTCH1,-0.06906929,-0.02871257,-0.008685223,0.046667065,-0.06906949,0.061697416,-0.06906939,-0.06906939
ERCC6L2,0.045625255,-0.08883399,0.021734955,-0.022450069,0.016031021,0.030110694,-0.109092474,-0.0003186871
HEMGN,0.06439906,-0.05236881,0.0029519165,-0.07255421,-0.07255451,-0.07255451,-0.07255437,-0.072554216
TRIM14,0.007649536,-0.011198439,0.032767005,-0.01914287,0.08589253,0.059873376,0.28703025,-0.122763164
INVS,-9.9286146e-05,-0.0690652,-0.053969126,0.017736956,-0.06906545,0.061701644,-0.06906547,0.048358146
SMC2,0.021080272,-0.0322397,0.00432113,-0.044588126,-0.08145371,0.0757634,0.07905613,0.024880702
CTNNAL1,0.0042540617,-0.06087878,-0.045795012,0.021991154,-0.06087884,-0.060878836,-0.06087888,-0.0022148206
INIP,0.060250383,-0.032099515,-0.020075997,-0.033086125,0.036118593,0.13020897,-0.10640701,-0.02902085
GSN,-0.18739027,0.31676173,-0.17261143,-0.19085443,-0.10921253,0.50646883,2.0175955,-0.18048517
PTGS1,-0.08680407,0.08403649,-0.10553308,-0.076494165,0.04274127,-0.10553285,0.35441098,-0.024596045
ARPC5L,0.021241244,-0.2602114,-0.14374726,0.32491153,-0.1938789,1.0186276,0.06129504,-0.06669755
GOLGA1,-0.041391168,-0.028177353,-0.06221032,0.14025243,0.05077601,-0.041638937,0.14308614,-0.016516645
SCAI,0.06485457,-0.07641305,0.03544055,-0.08773358,-0.035086002,0.016660836,0.085081145,0.0150946025
PPP6C,0.19774176,-0.104941614,-0.022713892,-0.0078033786,0.009480623,-0.118554674,-0.001822859,0.007261155
PTGES2,0.011035353,0.05342405,-0.038977683,-0.01217788,0.0052917185,-0.048344847,0.1807819,0.0008652432
C9orf16,0.071018234,0.04654647,-0.12103041,0.12578316,-0.011015,0.27593645,0.24059777,-0.23941542
TRUB2,0.08818275,-0.052708484,0.018001564,-0.07577919,-0.055404406,0.06273448,0.23532781,-0.035143964
TOR1A,0.017665932,-0.09728953,-0.03979344,0.18226571,0.004010365,0.034414966,0.025607053,-0.008782837
USP20,0.0077927993,-0.10947113,0.09890071,0.027122546,0.0407903,-0.053767495,-0.15708636,-0.07923226
POMT1,0.020593965,-0.08898151,0.032934166,0.017336719,-0.12923242,-0.031716052,-0.12923245,0.06407309
UCK1,-0.01679717,0.028701825,0.013170165,-0.053051017,-0.07546408,0.12551059,0.021755163,-0.041798335
